date,value
1988-03-01,104489.0
1988-04-01,104732.0
1988-05-01,104962.0
1988-06-01,105326.0
1988-07-01,105550.0
1988-08-01,105674.0
1988-09-01,106013.0
1988-10-01,106276.0
1988-11-01,106617.0
1988-12-01,106898.0
1989-01-01,107161.0
1989-02-01,107427.0
1989-03-01,107621.0
1989-04-01,107791.0
1989-05-01,107913.0
1989-06-01,108027.0
1989-07-01,108069.0
1989-08-01,108120.0
1989-09-01,108369.0
1989-10-01,108476.0
1989-11-01,108752.0
1989-12-01,108836.0
1990-01-01,109196.0
1990-02-01,109436.0
1990-03-01,109640.0
1990-04-01,109674.0
1990-05-01,109828.0
1990-06-01,109850.0
1990-07-01,109815.0
1990-08-01,109606.0
1990-09-01,109523.0
1990-10-01,109377.0
1990-11-01,109222.0
1990-12-01,109168.0
1991-01-01,109058.0
1991-02-01,108735.0
1991-03-01,108568.0
1991-04-01,108350.0
1991-05-01,108253.0
1991-06-01,108330.0
1991-07-01,108290.0
1991-08-01,108299.0
1991-09-01,108335.0
1991-10-01,108361.0
1991-11-01,108300.0
1991-12-01,108330.0
1992-01-01,108365.0
1992-02-01,108313.0
1992-03-01,108367.0
1992-04-01,108517.0
1992-05-01,108647.0
1992-06-01,108707.0
1992-07-01,108792.0
1992-08-01,108916.0
1992-09-01,108952.0
1992-10-01,109138.0
1992-11-01,109283.0
1992-12-01,109502.0
1993-01-01,109790.0
1993-02-01,110048.0
1993-03-01,110004.0
1993-04-01,110300.0
1993-05-01,110571.0
1993-06-01,110742.0
1993-07-01,111054.0
1993-08-01,111200.0
1993-09-01,111449.0
1993-10-01,111734.0
1993-11-01,111988.0
1993-12-01,112324.0
1994-01-01,112601.0
1994-02-01,112782.0
1994-03-01,113245.0
1994-04-01,113589.0
1994-05-01,113922.0
1994-06-01,114239.0
1994-07-01,114608.0
1994-08-01,114903.0
1994-09-01,115247.0
1994-10-01,115457.0
1994-11-01,115868.0
1994-12-01,116173.0
1995-01-01,116505.0
1995-02-01,116694.0
1995-03-01,116908.0
1995-04-01,117065.0
1995-05-01,117047.0
1995-06-01,117291.0
1995-07-01,117382.0
1995-08-01,117646.0
1995-09-01,117873.0
1995-10-01,118026.0
1995-11-01,118165.0
1995-12-01,118325.0
1996-01-01,118317.0
1996-02-01,118737.0
1996-03-01,118992.0
1996-04-01,119158.0
1996-05-01,119496.0
1996-06-01,119770.0
1996-07-01,120019.0
1996-08-01,120198.0
1996-09-01,120400.0
1996-10-01,120665.0
1996-11-01,120947.0
1996-12-01,121143.0
1997-01-01,121357.0
1997-02-01,121674.0
1997-03-01,121991.0
1997-04-01,122288.0
1997-05-01,122560.0
1997-06-01,122816.0
1997-07-01,123114.0
1997-08-01,123086.0
1997-09-01,123575.0
1997-10-01,123924.0
1997-11-01,124226.0
1997-12-01,124549.0
1998-01-01,124806.0
1998-02-01,125017.0
1998-03-01,125165.0
1998-04-01,125446.0
1998-05-01,125846.0
1998-06-01,126076.0
1998-07-01,126211.0
1998-08-01,126546.0
1998-09-01,126744.0
1998-10-01,126948.0
1998-11-01,127223.0
1998-12-01,127595.0
1999-01-01,127699.0
1999-02-01,128118.0
1999-03-01,128234.0
1999-04-01,128596.0
1999-05-01,128813.0
1999-06-01,129084.0
1999-07-01,129421.0
1999-08-01,129572.0
1999-09-01,129772.0
1999-10-01,130178.0
1999-11-01,130467.0
1999-12-01,130783.0
2000-01-01,131011.0
2000-02-01,131121.0
2000-03-01,131604.0
2000-04-01,131883.0
2000-05-01,132105.0
2000-06-01,132062.0
2000-07-01,132228.0
2000-08-01,132234.0
2000-09-01,132338.0
2000-10-01,132352.0
2000-11-01,132556.0
2000-12-01,132716.0
2001-01-01,132703.0
2001-02-01,132788.0
2001-03-01,132751.0
2001-04-01,132457.0
2001-05-01,132409.0
2001-06-01,132299.0
2001-07-01,132171.0
2001-08-01,132021.0
2001-09-01,131763.0
2001-10-01,131452.0
2001-11-01,131144.0
2001-12-01,130983.0
2002-01-01,130859.0
2002-02-01,130736.0
2002-03-01,130722.0
2002-04-01,130615.0
2002-05-01,130632.0
2002-06-01,130673.0
2002-07-01,130583.0
2002-08-01,130582.0
2002-09-01,130503.0
2002-10-01,130617.0
2002-11-01,130616.0
2002-12-01,130465.0
2003-01-01,130573.0
2003-02-01,130441.0
2003-03-01,130235.0
2003-04-01,130172.0
2003-05-01,130196.0
2003-06-01,130185.0
2003-07-01,130184.0
2003-08-01,130153.0
2003-09-01,130253.0
2003-10-01,130440.0
2003-11-01,130481.0
2003-12-01,130589.0
2004-01-01,130756.0
2004-02-01,130820.0
2004-03-01,131139.0
2004-04-01,131412.0
2004-05-01,131697.0
2004-06-01,131794.0
2004-07-01,131853.0
2004-08-01,131940.0
2004-09-01,132091.0
2004-10-01,132431.0
2004-11-01,132504.0
2004-12-01,132629.0
2005-01-01,132781.0
2005-02-01,133033.0
2005-03-01,133152.0
2005-04-01,133519.0
2005-05-01,133689.0
2005-06-01,133947.0
2005-07-01,134300.0
2005-08-01,134503.0
2005-09-01,134554.0
2005-10-01,134643.0
2005-11-01,134999.0
2005-12-01,135158.0
2006-01-01,135426.0
2006-02-01,135731.0
2006-03-01,136036.0
2006-04-01,136208.0
2006-05-01,136249.0
2006-06-01,136335.0
2006-07-01,136529.0
2006-08-01,136693.0
2006-09-01,136829.0
2006-10-01,136846.0
2006-11-01,137061.0
2006-12-01,137249.0
2007-01-01,137472.0
2007-02-01,137558.0
2007-03-01,137782.0
2007-04-01,137845.0
2007-05-01,137993.0
2007-06-01,138069.0
2007-07-01,138044.0
2007-08-01,138013.0
2007-09-01,138101.0
2007-10-01,138177.0
2007-11-01,138291.0
2007-12-01,138395.0
2008-01-01,138391.0
2008-02-01,138327.0
2008-03-01,138257.0
2008-04-01,138038.0
2008-05-01,137851.0
2008-06-01,137698.0
2008-07-01,137498.0
2008-08-01,137211.0
2008-09-01,136762.0
2008-10-01,136293.0
2008-11-01,135543.0
2008-12-01,134847.0
2009-01-01,134078.0
2009-02-01,133317.0
2009-03-01,132492.0
2009-04-01,131821.0
2009-05-01,131468.0
2009-06-01,131007.0
2009-07-01,130662.0
2009-08-01,130472.0
2009-09-01,130247.0
2009-10-01,130062.0
2009-11-01,130058.0
2009-12-01,129808.0
2010-01-01,129802.0
2010-02-01,129705.0
2010-03-01,129865.0
2010-04-01,130120.0
2010-05-01,130643.0
2010-06-01,130509.0
2010-07-01,130415.0
2010-08-01,130416.0
2010-09-01,130342.0
2010-10-01,130621.0
2010-11-01,130749.0
2010-12-01,130830.0
2011-01-01,130837.0
2011-02-01,131056.0
2011-03-01,131282.0
2011-04-01,131597.0
2011-05-01,131704.0
2011-06-01,131931.0
2011-07-01,131993.0
2011-08-01,132125.0
2011-09-01,132344.0
2011-10-01,132553.0
2011-11-01,132690.0
2011-12-01,132888.0
2012-01-01,133245.0
2012-02-01,133508.0
2012-03-01,133748.0
2012-04-01,133825.0
2012-05-01,133933.0
2012-06-01,134012.0
2012-07-01,134157.0
2012-08-01,134338.0
2012-09-01,134517.0
2012-10-01,134668.0
2012-11-01,134825.0
2012-12-01,135074.0
2013-01-01,135257.0
2013-02-01,135545.0
2013-03-01,135689.0
2013-04-01,135873.0
2013-05-01,136095.0
2013-06-01,136279.0
2013-07-01,136391.0
2013-08-01,136646.0
2013-09-01,136821.0
2013-10-01,137041.0
2013-11-01,137316.0
2013-12-01,137373.0
2014-01-01,137561.0
2014-02-01,137712.0
2014-03-01,137985.0
2014-04-01,138297.0
2014-05-01,138512.0
2014-06-01,138849.0
2014-07-01,139073.0
2014-08-01,139269.0
2014-09-01,139563.0
2014-10-01,139797.0
2014-11-01,140090.0
2014-12-01,140364.0
2015-01-01,140568.0
2015-02-01,140827.0
2015-03-01,140923.0
2015-04-01,141196.0
2015-05-01,141538.0
2015-06-01,141709.0
2015-07-01,141991.0
2015-08-01,142125.0
2015-09-01,142275.0
2015-10-01,142579.0
2015-11-01,142808.0
2015-12-01,143077.0
2016-01-01,143210.0
2016-02-01,143407.0
2016-03-01,143662.0
2016-04-01,143855.0
2016-05-01,143900.0
2016-06-01,144146.0
2016-07-01,144520.0
2016-08-01,144662.0
2016-09-01,144967.0
2016-10-01,145066.0
2016-11-01,145183.0
2016-12-01,145408.0
2017-01-01,145628.0
2017-02-01,145848.0
2017-03-01,145969.0
2017-04-01,146174.0
2017-05-01,146380.0
2017-06-01,146583.0
2017-07-01,146772.0
2017-08-01,146919.0
2017-09-01,147007.0
2017-10-01,147150.0
2017-11-01,147373.0
2017-12-01,147523.0
2018-01-01,147660.0
2018-02-01,148054.0
2018-03-01,148280.0
2018-04-01,148422.0
2018-05-01,148740.0
2018-06-01,148959.0
2018-07-01,149020.0
2018-08-01,149279.0
2018-09-01,149358.0
2018-10-01,149526.0
2018-11-01,149617.0
2018-12-01,149809.0
2019-01-01,150059.0
2019-02-01,150065.0
2019-03-01,150295.0
2019-04-01,150593.0
2019-05-01,150621.0
2019-06-01,150839.0
2019-07-01,150936.0
2019-08-01,151171.0
2019-09-01,151365.0
2019-10-01,151460.0
2019-11-01,151668.0
2019-12-01,151795.0
2020-01-01,152031.0
2020-02-01,152292.0
2020-03-01,150895.0
2020-04-01,130424.0
2020-05-01,133040.0
2020-06-01,137671.0
2020-07-01,139255.0
2020-08-01,140819.0
2020-09-01,141770.0
2020-10-01,142461.0
2020-11-01,142731.0
2020-12-01,142548.0
2021-01-01,142913.0
2021-02-01,143422.0
2021-03-01,144246.0
2021-04-01,144611.0
2021-05-01,145032.0
2021-06-01,145828.0
2021-07-01,146759.0
2021-08-01,147246.0
2021-09-01,147712.0
2021-10-01,148569.0
2021-11-01,149206.0
2021-12-01,149781.0
2022-01-01,150006.0
2022-02-01,150875.0
2022-03-01,151346.0
2022-04-01,151651.0
2022-05-01,151892.0
2022-06-01,152353.0
2022-07-01,153049.0
2022-08-01,153286.0
2022-09-01,153513.0
2022-10-01,153913.0
2022-11-01,154210.0
2022-12-01,154336.0
2023-01-01,154780.0
2023-02-01,155086.0
2023-03-01,155171.0
2023-04-01,155387.0
2023-05-01,155614.0
2023-06-01,155871.0
2023-07-01,156019.0
2023-08-01,156176.0
2023-09-01,156334.0
2023-10-01,156520.0
2023-11-01,156661.0
2023-12-01,156930.0
2024-01-01,157049.0
2024-02-01,157271.0
2024-03-01,157517.0
2024-04-01,157635.0
2024-05-01,157828.0
2024-06-01,157915.0
2024-07-01,158003.0
2024-08-01,158074.0
2024-09-01,158314.0
2024-10-01,158358.0
2024-11-01,158619.0
2024-12-01,158942.0
2025-01-01,159053.0
2025-02-01,159155.0
2025-03-01,159275.0
2025-04-01,159433.0
2025-05-01,159452.0
2025-06-01,159439.0
2025-07-01,159511.0
2025-08-01,159485.0
2025-09-01,159593.0
2025-10-01,159488.0
2025-11-01,159552.0
